"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Guyana","Population density (inhab/km2)",2002,3.4646183188,,2007,3.4724566219,,2012,3.5139740429,,2017,3.6061869098,,,,
"Guyana","GDP per capita (current US$/inhab)",2002,1540.077335,,2007,2327.061326,,2012,3785.935048,,2017,4570.504571,,,,
"Guyana","Human Development Index (HDI) [highest = 1] (-)",2002,0.612,,2007,0.627,,2012,0.652,,2017,0.668,,,,
"Guyana","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.5292,,2007,0.533,,2012,0.528,,2017,0.5153,,,,
"Guyana","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,2160.7193446735,,2007,2030.6132564564,,2012,1912.4992222653,,2017,1863.5952024065,,,,
"Guyana","Total population with access to safe drinking-water (JMP) (%)",2002,87.8,,2007,91.8,,2012,95.9,,2017,98.3,,,,
"Guyana","Rural population with access to safe drinking-water (JMP) (%)",2002,84.9,,2007,90.1,,2012,95.2,,2017,98.3,,,,
"Guyana","Urban population with access to safe drinking-water (JMP) (%)",2002,95.2,,2007,96.3,,2012,97.5,,2017,98.2,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Haiti","Rural population (1000 inhab)",2002,5394.951,,2007,5296.958,,2012,5198.418,,2017,5013.421,,,,
"Haiti","Urban population (1000 inhab)",2002,3439.782,,2007,4259.931,,2012,5090.792,,2017,5967.808,,,,
"Haiti","Population density (inhab/km2)",2002,315.4648648649,,2007,342.173981982,,2012,369.4028828829,,2017,395.7609369369,,,,
"Haiti","GDP per capita (current US$/inhab)",2002,363.85699,,2007,646.054228,,2012,759.782595,,2017,775.972532,,,,
"Haiti","Human Development Index (HDI) [highest = 1] (-)",2002,0.444,,2007,0.46,,2012,0.478,,2017,0.501,,,,
"Haiti","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.5828,,2012,0.598,,2017,0.6026,,,,
"Haiti","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,156.1887790362,,2007,150.2182366498,,2012,141.4505805815,,2017,132.0298376506,,,,
"Haiti","Total population with access to safe drinking-water (JMP) (%)",2002,60.8,,2007,60.2,,2012,58.5,,2017,57.7,,,,
"Haiti","Rural population with access to safe drinking-water (JMP) (%)",2002,49.0,,2007,48.4,,2012,47.9,,2017,47.6,,,,
"Haiti","Urban population with access to safe drinking-water (JMP) (%)",2002,79.2,,2007,73.2,,2012,67.3,,2017,64.9,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Holy See","Rural population (1000 inhab)",2002,0.0,,2007,0.0,,2012,0.0,,2017,0.0,,,,
"Holy See","Urban population (1000 inhab)",2002,0.792,,2007,0.796,,2012,0.804,,2017,0.792,,,,
"Holy See","Population density (inhab/km2)",,,,,,,,,,,,,,,
"Holy See","GDP per capita (current US$/inhab)",,,,,,,,,,,,,,,
"Holy See","Human Development Index (HDI) [highest = 1] (-)",,,,,,,,,,,,,,,
"Holy See","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Holy See","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,,,,,,,,,,,,
"Holy See","Total population with access to safe drinking-water (JMP) (%)",,,,,,,,,,,,,,,
"Holy See","Rural population with access to safe drinking-water (JMP) (%)",,,,,,,,,,,,,,,
"Holy See","Urban population with access to safe drinking-water (JMP) (%)",,,,,,,,,,,,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Honduras","Rural population (1000 inhab)",2002,3664.258,,2007,3861.301,,2012,3980.456,,2017,4034.31,,,,
"Honduras","Urban population (1000 inhab)",2002,3198.899,,2007,3846.671,,2012,4525.19,,2017,5230.757,,,,
"Honduras","Population density (inhab/km2)",2002,61.5989421282,,2007,69.4152191306,,2012,76.8129700418,,2017,83.8208996355,,,,
"Honduras","GDP per capita (current US$/inhab)",2002,1145.247701,,2007,1603.697792,,2012,2178.383025,,2017,2493.320528,,,,
"Honduras","Human Development Index (HDI) [highest = 1] (-)",2002,0.564,,2007,0.595,,2012,0.6,,2017,0.621,,,,
"Honduras","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.5112,,2012,0.4893333333,,2017,0.4796,,,,
"Honduras","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,2007,205.8008958934,,2012,185.9804962358,,2017,170.4314120683,,,,
"Honduras","Total population with access to safe drinking-water (JMP) (%)",2002,82.3,,2007,85.9,,2012,89.3,,2017,91.2,,,,
"Honduras","Rural population with access to safe drinking-water (JMP) (%)",2002,71.4,,2007,76.1,,2012,80.9,,2017,83.8,,,,
"Honduras","Urban population with access to safe drinking-water (JMP) (%)",2002,94.8,,2007,95.8,,2012,96.8,,2017,97.4,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Hungary","Rural population (1000 inhab)",2002,3550.56,,2007,3265.684,,2012,2992.731,,2017,2813.212,,,,
"Hungary","Urban population (1000 inhab)",2002,6617.312,,2007,6758.203,,2012,6876.953,,2017,6908.347,,,,
"Hungary","Population density (inhab/km2)",2002,109.2903686983,,2007,107.7517897452,,2012,106.0341610233,,2017,104.5880146189,,,,
"Hungary","GDP per capita (current US$/inhab)",2002,6648.666822,,2007,13963.24361,,2012,12984.579021,,2017,14556.367247,,,,
"Hungary","Human Development Index (HDI) [highest = 1] (-)",2002,0.784,,2007,0.814,,2012,0.826,,2017,0.841,,,,
"Hungary","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.2528,,2012,0.2583333333,,2017,0.2089,,,,
"Hungary","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,562.5593386158,,2007,557.3706722303,,2012,512.0454874002,,2017,462.6086209379,,,,
"Hungary","Total population with access to safe drinking-water (JMP) (%)",2002,98.6,,2007,99.7,,2012,100.0,,2017,100.0,,,,
"Hungary","Rural population with access to safe drinking-water (JMP) (%)",2002,97.1,,2007,99.2,,2012,100.0,,2017,100.0,,,,
"Hungary","Urban population with access to safe drinking-water (JMP) (%)",2002,99.4,,2007,99.8,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Iceland","Rural population (1000 inhab)",2002,20.939,,2007,20.516,,2012,20.834,,2017,20.862,,,,
"Iceland","Urban population (1000 inhab)",2002,264.39,,2007,284.684,,2012,304.692,,2017,314.163,,,,
"Iceland","Population density (inhab/km2)",2002,2.770184466,,2007,2.9629417476,,2012,3.1616699029,,2017,3.2465339806,,,,
"Iceland","GDP per capita (current US$/inhab)",2002,32575.221133,,2007,70494.636086,,2012,45231.650511,,2017,73108.083207,,,,
"Iceland","Human Development Index (HDI) [highest = 1] (-)",2002,0.876,,2007,0.899,,2012,0.908,,2017,0.935,,,,
"Iceland","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.1324,,2007,0.111,,2012,0.0906666667,,2017,0.0869,,,,
"Iceland","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,578.2798103242,,2007,705.806024582,,2012,903.7254492526,,2017,832.2542636957,,,,
"Iceland","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Iceland","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Iceland","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"India","Rural population (1000 inhab)",2002,782001.968,,2007,826881.86,,2012,863513.505,,2017,889216.746,,,,
"India","Urban population (1000 inhab)",2002,307805.144,,2007,352799.379,,2012,399552.347,,2017,449963.381,,,,
"India","Population density (inhab/km2)",2002,332.5922467344,,2007,359.9379032994,,2012,385.0563225909,,2017,407.2319172295,,,,
"India","GDP per capita (current US$/inhab)",2002,470.518693,,2007,1004.275095,,2012,1473.301833,,2017,1960.222536,,,,
"India","Human Development Index (HDI) [highest = 1] (-)",2002,0.508,,2007,0.558,,2012,0.6,,2017,0.643,,,,
"India","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.6086,,2012,0.572,,2017,0.5629,,,,
"India","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,585.8501141703,,2007,604.9816342241,,2012,601.2102035907,,2017,568.4717988144,,,,
"India","Total population with access to safe drinking-water (JMP) (%)",2002,82.5,,2007,87.4,,2012,92.2,,2017,94.1,,,,
"India","Rural population with access to safe drinking-water (JMP) (%)",2002,78.4,,2007,84.4,,2012,90.3,,2017,92.6,,,,
"India","Urban population with access to safe drinking-water (JMP) (%)",2002,93.0,,2007,94.7,,2012,96.4,,2017,97.1,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Indonesia","Rural population (1000 inhab)",2002,122744.187,,2007,122237.436,,2012,121265.363,,2017,119696.518,,,,
"Indonesia","Urban population (1000 inhab)",2002,94763.872,,2007,110751.705,,2012,127617.869,,2017,144294.861,,,,
"Indonesia","Population density (inhab/km2)",2002,113.7445081714,,2007,121.602698686,,2012,130.0161293192,,2017,133.6939054694,,,,
"Indonesia","GDP per capita (current US$/inhab)",2002,957.780616,,2007,1975.167375,,2012,3687.95401,,2017,3846.426581,,,,
"Indonesia","Human Development Index (HDI) [highest = 1] (-)",2002,0.616,,2007,0.644,,2012,0.682,,2017,0.704,,,,
"Indonesia","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.5338,,2012,0.5026666667,,2017,0.494,,,,
"Indonesia","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,614.831943411,,2007,758.4004297582,,2012,830.7603163597,,2017,841.2400902543,,,,
"Indonesia","Total population with access to safe drinking-water (JMP) (%)",2002,79.3,,2007,82.6,,2012,85.7,,2017,87.4,,,,
"Indonesia","Rural population with access to safe drinking-water (JMP) (%)",2002,69.7,,2007,73.5,,2012,77.2,,2017,79.5,,,,
"Indonesia","Urban population with access to safe drinking-water (JMP) (%)",2002,91.7,,2007,92.7,,2012,93.6,,2017,94.2,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Iran (Islamic Republic of)","Rural population (1000 inhab)",2002,23475.745,,2007,22427.746,,2012,21594.353,,2017,20782.6,,,,
"Iran (Islamic Republic of)","Urban population (1000 inhab)",2002,44507.585,,2007,49603.357,,2012,54859.221,,2017,60380.188,,,,
"Iran (Islamic Republic of)","Population density (inhab/km2)",2002,38.5553081397,,2007,40.8769876515,,2012,43.2856075409,,2017,46.2274778672,,,,
"Iran (Islamic Republic of)","GDP per capita (current US$/inhab)",2002,2207.160338,,2007,4857.368423,,2012,7887.233696,,2017,5679.648509,,,,
"Iran (Islamic Republic of)","Human Development Index (HDI) [highest = 1] (-)",2002,0.683,,2007,0.736,,2012,0.782,,2017,0.799,,,,
"Iran (Islamic Republic of)","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.584,,2007,0.5302,,2012,0.5183333333,,2017,0.5146,,,,
"Iran (Islamic Republic of)","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,1350.9738515073,,2007,1307.8863232309,,2012,1235.1092227075,,2017,1156.5081105616,,,,
"Iran (Islamic Republic of)","Total population with access to safe drinking-water (JMP) (%)",2002,94.5,,2007,95.4,,2012,96.0,,2017,96.2,,,,
"Iran (Islamic Republic of)","Rural population with access to safe drinking-water (JMP) (%)",2002,87.6,,2007,89.6,,2012,91.7,,2017,92.1,,,,
"Iran (Islamic Republic of)","Urban population with access to safe drinking-water (JMP) (%)",2002,98.2,,2007,98.0,,2012,97.7,,2017,97.7,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Iraq","Rural population (1000 inhab)",2002,7829.905,,2007,8837.116,,2012,10019.158,,2017,11375.936,,,,
"Iraq","Urban population (1000 inhab)",2002,17109.394,,2007,19553.317,,2012,22757.413,,2017,26898.682,,,,
"Iraq","Population density (inhab/km2)",2002,56.880632871,,2007,63.6777879175,,2012,73.2699453175,,2017,86.3179137207,,,,
"Iraq","GDP per capita (current US$/inhab)",2002,977.977863,,2007,3129.224876,,2012,6651.12261,,2017,4980.948425,,,,
"Iraq","Human Development Index (HDI) [highest = 1] (-)",2002,0.616,,2007,0.639,,2012,0.662,,2017,0.684,,,,
"Iraq","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.6974,,2012,0.544,,2017,0.5388,,,,
"Iraq","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,2498.2318563491,,2007,1898.8760373596,,2012,1370.7830240098,,2017,1026.5551304975,,,,
"Iraq","Total population with access to safe drinking-water (JMP) (%)",2002,81.3,,2007,83.7,,2012,86.1,,2017,86.6,,,,
"Iraq","Rural population with access to safe drinking-water (JMP) (%)",2002,52.2,,2007,60.3,,2012,68.5,,2017,70.1,,,,
"Iraq","Urban population with access to safe drinking-water (JMP) (%)",2002,94.7,,2007,94.3,,2012,93.9,,2017,93.8,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Ireland","Rural population (1000 inhab)",2002,1604.488,,2007,1717.899,,2012,1780.388,,2017,1764.335,,,,
"Ireland","Urban population (1000 inhab)",2002,2371.8,,2007,2680.174,,2012,2897.729,,2017,2997.322,,,,
"Ireland","Population density (inhab/km2)",2002,55.6061183836,,2007,61.5344479226,,2012,65.569123506,,2017,67.6334519067,,,,
"Ireland","GDP per capita (current US$/inhab)",2002,32179.605831,,2007,61368.715316,,2012,48096.164328,,2017,70492.921726,,,,
"Ireland","Human Development Index (HDI) [highest = 1] (-)",2002,0.871,,2007,0.899,,2012,0.899,,2017,0.939,,,,
"Ireland","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.2004,,2007,0.1846,,2012,0.133,,2017,0.1129,,,,
"Ireland","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,254.1139793513,,2007,168.8001385549,,2012,186.1899163187,,2017,181.1381153936,,,,
"Ireland","Total population with access to safe drinking-water (JMP) (%)",2002,96.6,,2007,97.1,,2012,97.7,,2017,97.9,,,,
"Ireland","Rural population with access to safe drinking-water (JMP) (%)",2002,97.1,,2007,97.4,,2012,97.7,,2017,97.8,,,,
"Ireland","Urban population with access to safe drinking-water (JMP) (%)",2002,96.2,,2007,96.9,,2012,97.6,,2017,97.9,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Israel","Rural population (1000 inhab)",2002,540.933,,2007,578.65,,2012,619.009,,2017,637.763,,,,
"Israel","Urban population (1000 inhab)",2002,5698.352,,2007,6344.035,,2012,7080.096,,2017,7683.807,,,,
"Israel","Population density (inhab/km2)",2002,279.5338921613,,2007,310.2465337562,,2012,345.0363389216,,2017,373.5318531944,,,,
"Israel","GDP per capita (current US$/inhab)",2002,19412.992072,,2007,25851.249172,,2012,33403.901948,,2017,42450.331893,,,,
"Israel","Human Development Index (HDI) [highest = 1] (-)",2002,0.865,,2007,0.881,,2012,0.893,,2017,0.904,,,,
"Israel","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.1836,,2007,0.1598,,2012,0.115,,2017,0.1009,,,,
"Israel","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,296.7915552348,,2007,275.0344998007,,2012,262.7725033592,,2017,279.4811355086,,,,
"Israel","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Israel","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Israel","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Italy","Rural population (1000 inhab)",2002,18853.502,,2007,18995.609,,2012,18706.111,,2017,17722.588,,,,
"Italy","Urban population (1000 inhab)",2002,38948.261,,2007,40317.902,,2012,41027.723,,2017,41637.312,,,,
"Italy","Population density (inhab/km2)",2002,189.7607984337,,2007,194.9554025353,,2012,198.7106623747,,2017,201.3463230902,,,,
"Italy","GDP per capita (current US$/inhab)",2002,21984.971489,,2007,37262.659984,,2012,34939.612824,,2017,33049.354269,,,,
"Italy","Human Development Index (HDI) [highest = 1] (-)",2002,0.842,,2007,0.866,,2012,0.874,,2017,0.881,,,,
"Italy","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.1804,,2007,0.1542,,2012,0.0856666667,,2017,0.0676,,,,
"Italy","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,733.977386064,,2007,571.9121481651,,2012,569.9243607341,,2017,563.4731265198,,,,
"Italy","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Italy","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Italy","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Jamaica","Rural population (1000 inhab)",2002,1287.06,,2007,1299.356,,2012,1303.108,,2017,1289.697,,,,
"Jamaica","Urban population (1000 inhab)",2002,1408.386,,2007,1476.111,,2012,1537.884,,2017,1600.602,,,,
"Jamaica","Population density (inhab/km2)",2002,245.0268425842,,2007,251.8859872611,,2012,258.6107370337,,2017,265.7732484076,,,,
"Jamaica","GDP per capita (current US$/inhab)",2002,3605.711991,,2007,4611.691572,,2012,5211.875688,,2017,5122.769551,,,,
"Jamaica","Human Development Index (HDI) [highest = 1] (-)",2002,0.683,,2007,0.71,,2012,0.722,,2017,0.725,,,,
"Jamaica","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.4602,,2007,0.4642,,2012,0.459,,2017,0.43,,,,
"Jamaica","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,322.1765190984,,2007,365.2558518904,,2012,491.6943750186,,2017,463.5640060695,,,,
"Jamaica","Total population with access to safe drinking-water (JMP) (%)",2002,93.5,,2007,93.7,,2012,93.8,,2017,93.8,,,,
"Jamaica","Rural population with access to safe drinking-water (JMP) (%)",2002,89.0,,2007,89.2,,2012,89.4,,2017,89.4,,,,
"Jamaica","Urban population with access to safe drinking-water (JMP) (%)",2002,97.7,,2007,97.6,,2012,97.5,,2017,97.5,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Japan","Rural population (1000 inhab)",2002,23473.865,,2007,15233.582,,2012,11368.012,,2017,10791.174,,,,
"Japan","Urban population (1000 inhab)",2002,104428.752,,2007,113271.669,,2012,117058.372,,2017,116693.276,,,,
"Japan","Population density (inhab/km2)",2002,338.4399640107,,2007,339.9943296378,,2012,339.7808524712,,2017,337.3355689605,,,,
"Japan","GDP per capita (current US$/inhab)",2002,32173.819008,,2007,35136.800721,,2012,48301.703498,,2017,38121.908661,,,,
"Japan","Human Development Index (HDI) [highest = 1] (-)",2002,0.862,,2007,0.88,,2012,0.895,,2017,0.913,,,,
"Japan","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.1412,,2007,0.1382,,2012,0.1326666667,,2017,0.1326,,,,
"Japan","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,661.8810128254,,2007,645.7886219594,,2012,634.2293658849,,2017,638.8098764164,,,,
"Japan","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Japan","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Japan","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Jordan","Rural population (1000 inhab)",2002,1147.614,,2007,1091.804,,2012,944.332,,2017,897.788,,,,
