

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Niger",562,"SDG 6.4.1. Water Use Efficiency",4551,2007,3.2797853568,"I","","0"
"Nigeria",566,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,4.1689028651,"E","","0"
"Nigeria",566,"SDG 6.4.2. Water Stress",4550,2007,9.2491472868,"E","","0"
"Nigeria",566,"SDG 6.4.1. Water Use Efficiency",4551,2007,19.4161752171,"I","","0"
"North Macedonia",807,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,8.6125,"E","","0"
"North Macedonia",807,"SDG 6.4.2. Water Stress",4550,2007,13.3397870281,"E","","0"
"North Macedonia",807,"SDG 6.4.1. Water Use Efficiency",4551,2007,11.8637025259,"I","","0"
"Norway",578,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.7699745547,"E","","0"
"Norway",578,"SDG 6.4.2. Water Stress",4550,2007,2.3011406844,"E","","0"
"Norway",578,"SDG 6.4.1. Water Use Efficiency",4551,2007,103.1321005204,"I","","0"
"Oman",512,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,97.5142857143,"I","","0"
"Oman",512,"SDG 6.4.2. Water Stress",4550,2007,97.5142857143,"I","","0"
"Oman",512,"SDG 6.4.1. Water Use Efficiency",4551,2007,28.1322599939,"E","","0"
"Pakistan",586,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,73.722143436,"E","","0"
"Pakistan",586,"SDG 6.4.2. Water Stress",4550,2007,111.6166186124,"E","","0"
"Pakistan",586,"SDG 6.4.1. Water Use Efficiency",4551,2007,1.0343210439,"I","","0"
"Palestine",275,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,47.2660294703,"E","","0"
"Palestine",275,"SDG 6.4.2. Water Stress",4550,2007,56.4279941045,"E","","0"
"Palestine",275,"SDG 6.4.1. Water Use Efficiency",4551,2007,18.4884213202,"I","","0"
"Papua New Guinea",598,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.0489513109,"I","","0"
"Papua New Guinea",598,"SDG 6.4.2. Water Stress",4550,2007,0.1322428331,"E","","0"
"Paraguay",600,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.4278035793,"E","","0"
"Paraguay",600,"SDG 6.4.2. Water Stress",4550,2007,1.2618041678,"E","","0"
"Peru",604,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.738768752,"I","","0"
"Philippines",608,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,17.0137787056,"E","","0"
"Philippines",608,"SDG 6.4.2. Water Stress",4550,2007,24.9147049832,"E","","0"
"Philippines",608,"SDG 6.4.1. Water Use Efficiency",4551,2007,2.1745859414,"E","","0"
"Poland",616,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,19.867768595,"E","","0"
"Poland",616,"SDG 6.4.2. Water Stress",4550,2007,41.6060920734,"E","","0"
"Poland",616,"SDG 6.4.1. Water Use Efficiency",4551,2007,25.9620009125,"I","","0"
"Portugal",620,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,11.8165374677,"E","","0"
"Portugal",620,"SDG 6.4.2. Water Stress",4550,2007,18.3765320474,"E","","0"
"Portugal",620,"SDG 6.4.1. Water Use Efficiency",4551,2007,19.6201088547,"I","","0"
"Puerto Rico",630,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,14.1667605634,"I","","0"
"Puerto Rico",630,"SDG 6.4.2. Water Stress",4550,2007,22.4567983925,"E","","0"
"Puerto Rico",630,"SDG 6.4.1. Water Use Efficiency",4551,2007,26.7427652417,"I","","0"
"Qatar",634,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,388.4482758621,"I","","0"
"Qatar",634,"SDG 6.4.2. Water Stress",4550,2007,388.4482758621,"I","","0"
"Qatar",634,"SDG 6.4.1. Water Use Efficiency",4551,2007,152.9128253731,"E","","0"
"Republic of Korea",410,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,41.8895265423,"I","","0"
"Republic of Korea",410,"SDG 6.4.2. Water Stress",4550,2007,85.2218330414,"E","","0"
"Republic of Korea",410,"SDG 6.4.1. Water Use Efficiency",4551,2007,37.5020657268,"I","","0"
"Republic of Moldova",498,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,6.9600651997,"E","","0"
"Republic of Moldova",498,"SDG 6.4.2. Water Stress",4550,2007,12.6819126819,"E","","0"
"Republic of Moldova",498,"SDG 6.4.1. Water Use Efficiency",4551,2007,4.6080067509,"E","","0"
"Romania",642,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,3.2470166502,"E","","0"
"Romania",642,"SDG 6.4.2. Water Stress",4550,2007,6.4450894111,"E","","0"
"Romania",642,"SDG 6.4.1. Water Use Efficiency",4551,2007,18.8488387967,"I","","0"
"Russian Federation",643,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.4053866526,"E","","0"
"Russian Federation",643,"SDG 6.4.2. Water Stress",4550,2007,4.0446565699,"E","","0"
"Russian Federation",643,"SDG 6.4.1. Water Use Efficiency",4551,2007,16.0535777791,"I","","0"
"Rwanda",646,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.3827067669,"E","","0"
"Rwanda",646,"SDG 6.4.2. Water Stress",4550,2007,6.0894039735,"E","","0"
"Rwanda",646,"SDG 6.4.1. Water Use Efficiency",4551,2007,15.7873617178,"I","","0"
"Saint Lucia",662,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,14.3,"E","","0"
"Saint Lucia",662,"SDG 6.4.2. Water Stress",4550,2007,14.3,"E","","0"
"Saint Vincent and the Grenadines",670,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,9.1,"I","","0"
"Saint Vincent and the Grenadines",670,"SDG 6.4.2. Water Stress",4550,2007,9.1,"I","","0"
"Sao Tome and Principe",678,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.2676505784,"I","","0"
"Sao Tome and Principe",678,"SDG 6.4.2. Water Stress",4550,2007,1.2676505784,"I","","0"
"Saudi Arabia",682,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,936.1284722222,"E","","0"
"Saudi Arabia",682,"SDG 6.4.2. Water Stress",4550,2007,936.1284722222,"E","","0"
"Saudi Arabia",682,"SDG 6.4.1. Water Use Efficiency",4551,2007,20.1576363251,"E","","0"
"Senegal",686,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,5.699127534,"I","","0"
"Senegal",686,"SDG 6.4.2. Water Stress",4550,2007,11.8072833599,"E","","0"
"Senegal",686,"SDG 6.4.1. Water Use Efficiency",4551,2007,4.6687408053,"E","","0"
"Serbia",688,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,2.4400739827,"E","","0"
"Serbia",688,"SDG 6.4.2. Water Stress",4550,2007,4.4604981404,"E","","0"
"Seychelles",690,"SDG 6.4.1. Water Use Efficiency",4551,2007,66.6080254898,"I","","0"
"Sierra Leone",694,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.132625,"I","","0"
"Sierra Leone",694,"SDG 6.4.2. Water Stress",4550,2007,0.4957943925,"E","","0"
"Sierra Leone",694,"SDG 6.4.1. Water Use Efficiency",4551,2007,6.3284398606,"I","","0"
"Singapore",702,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,315.0613333333,"E","","0"
"Singapore",702,"SDG 6.4.2. Water Stress",4550,2007,315.0613333333,"E","","0"
"Slovakia",703,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.3730538922,"E","","0"
"Slovakia",703,"SDG 6.4.2. Water Stress",4550,2007,2.9599827883,"E","","0"
"Slovakia",703,"SDG 6.4.1. Water Use Efficiency",4551,2007,93.6684793382,"I","","0"
"Slovenia",705,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,2.9350486351,"E","","0"
"Slovenia",705,"SDG 6.4.2. Water Stress",4550,2007,6.3245436105,"E","","0"
"Somalia",706,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,22.4353741497,"I","","0"
"Somalia",706,"SDG 6.4.2. Water Stress",4550,2007,24.527740592,"E","","0"
"Somalia",706,"SDG 6.4.1. Water Use Efficiency",4551,2007,0.1509138112,"I","","0"
"South Africa",710,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,25.2596309889,"E","","0"
"South Africa",710,"SDG 6.4.2. Water Stress",4550,2007,41.5332068934,"E","","0"
"South Africa",710,"SDG 6.4.1. Water Use Efficiency",4551,2007,16.6630984172,"I","","0"
"Spain",724,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,31.3686098655,"E","","0"
"Spain",724,"SDG 6.4.2. Water Stress",4550,2007,47.6837082481,"E","","0"
"Spain",724,"SDG 6.4.1. Water Use Efficiency",4551,2007,30.5596743908,"E","","0"
"Sri Lanka",144,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,24.5189393939,"I","","0"
"Sri Lanka",144,"SDG 6.4.2. Water Stress",4550,2007,90.7854137447,"E","","0"
"Sri Lanka",144,"SDG 6.4.1. Water Use Efficiency",4551,2007,3.3654886101,"I","","0"
"Suriname",740,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.6221212121,"I","","0"
"Suriname",740,"SDG 6.4.2. Water Stress",4550,2007,3.950609365,"E","","0"
"Suriname",740,"SDG 6.4.1. Water Use Efficiency",4551,2007,5.8498763574,"E","","0"
"Sweden",752,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.5114942529,"E","","0"
"Sweden",752,"SDG 6.4.2. Water Stress",4550,2007,3.7950937951,"E","","0"
"Sweden",752,"SDG 6.4.1. Water Use Efficiency",4551,2007,148.0065389354,"I","","0"
"Switzerland",756,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,4.226635514,"I","","0"
"Switzerland",756,"SDG 6.4.2. Water Stress",4550,2007,8.6241418764,"E","","0"
"Syrian Arab Republic",760,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,84.1828353767,"E","","0"
"Syrian Arab Republic",760,"SDG 6.4.2. Water Stress",4550,2007,125.9631311782,"E","","0"
"Syrian Arab Republic",760,"SDG 6.4.1. Water Use Efficiency",4551,2007,1.9284371513,"I","","0"
"Tajikistan",762,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,50.7014554491,"I","","0"
"Tajikistan",762,"SDG 6.4.2. Water Stress",4550,2007,73.2859802671,"E","","0"
"Tajikistan",762,"SDG 6.4.1. Water Use Efficiency",4551,2007,0.3717935346,"I","","0"
"Thailand",764,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,13.0655935797,"E","","0"
"Thailand",764,"SDG 6.4.2. Water Stress",4550,2007,23.0139351833,"E","","0"
"Thailand",764,"SDG 6.4.1. Water Use Efficiency",4551,2007,5.3528630339,"I","","0"
"Timor-Leste",626,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,14.2665855143,"I","","0"
"Timor-Leste",626,"SDG 6.4.2. Water Stress",4550,2007,28.2682103232,"E","","0"
"Timor-Leste",626,"SDG 6.4.1. Water Use Efficiency",4551,2007,2.6452559542,"I","","0"
"Togo",768,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.5170068027,"E","","0"
"Togo",768,"SDG 6.4.2. Water Stress",4550,2007,3.391634981,"E","","0"
"Togo",768,"SDG 6.4.1. Water Use Efficiency",4551,2007,7.2948007689,"I","","0"
"Trinidad and Tobago",780,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,8.2829861111,"I","","0"
"Trinidad and Tobago",780,"SDG 6.4.2. Water Stress",4550,2007,19.2301491334,"E","","0"
"Trinidad and Tobago",780,"SDG 6.4.1. Water Use Efficiency",4551,2007,64.415852437,"E","","0"
"Tunisia",788,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,62.8169014085,"I","","0"
"Tunisia",788,"SDG 6.4.2. Water Stress",4550,2007,73.6104410532,"E","","0"
"Tunisia",788,"SDG 6.4.1. Water Use Efficiency",4551,2007,9.9566289555,"I","","0"
"Turkey",792,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,19.5981214556,"E","","0"
"Turkey",792,"SDG 6.4.2. Water Stress",4550,2007,30.8026628537,"E","","0"
"Turkey",792,"SDG 6.4.1. Water Use Efficiency",4551,2007,12.3615294932,"I","","0"
"Turkmenistan",795,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,112.517666061,"I","","0"
"Turkmenistan",795,"SDG 6.4.2. Water Stress",4550,2007,143.5600206079,"E","","0"
"Turkmenistan",795,"SDG 6.4.1. Water Use Efficiency",4551,2007,0.5817160161,"E","","0"
"Uganda",800,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.9835135885,"E","","0"
"Uganda",800,"SDG 6.4.2. Water Stress",4550,2007,5.4079749924,"E","","0"
"Ukraine",804,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,8.5508900046,"I","","0"
"Ukraine",804,"SDG 6.4.2. Water Stress",4550,2007,19.4195387406,"E","","0"
"Ukraine",804,"SDG 6.4.1. Water Use Efficiency",4551,2007,6.4603087969,"I","","0"
"United Arab Emirates",784,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1847.1515151515,"I","","0"
"United Arab Emirates",784,"SDG 6.4.2. Water Stress",4550,2007,1847.1515151515,"I","","0"
"United Arab Emirates",784,"SDG 6.4.1. Water Use Efficiency",4551,2007,69.2850799334,"E","","0"
"United Kingdom",826,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,5.7911564626,"E","","0"
"United Kingdom",826,"SDG 6.4.2. Water Stress",4550,2007,14.5149190111,"E","","0"
"United Kingdom",826,"SDG 6.4.1. Water Use Efficiency",4551,2007,286.112776732,"I","","0"
"United Republic of Tanzania",834,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,5.384855095,"I","","0"
"United Republic of Tanzania",834,"SDG 6.4.2. Water Stress",4550,2007,12.9632408102,"E","","0"
"United Republic of Tanzania",834,"SDG 6.4.1. Water Use Efficiency",4551,2007,4.0743498725,"E","","0"
"United States of America",840,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,14.8152492669,"E","","0"
"United States of America",840,"SDG 6.4.2. Water Stress",4550,2007,28.8136882129,"E","","0"
"United States of America",840,"SDG 6.4.1. Water Use Efficiency",4551,2007,30.5303069318,"I","","0"
"Uruguay",858,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,2.1254355401,"I","","0"
"Uruguay",858,"SDG 6.4.2. Water Stress",4550,2007,9.7860962567,"E","","0"
"Uruguay",858,"SDG 6.4.1. Water Use Efficiency",4551,2007,8.4269738421,"I","","0"
"Uzbekistan",860,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,101.1845485756,"I","","0"
"Uzbekistan",860,"SDG 6.4.2. Water Stress",4550,2007,141.8092597903,"E","","0"
"Uzbekistan",860,"SDG 6.4.1. Water Use Efficiency",4551,2007,0.698046978,"I","","0"
"Venezuela (Bolivarian Republic of)",862,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.7072528302,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"SDG 6.4.2. Water Stress",4550,2007,7.5403666667,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"SDG 6.4.1. Water Use Efficiency",4551,2007,14.0141247814,"I","","0"
"Viet Nam",704,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,9.2591503416,"I","","0"
"Viet Nam",704,"SDG 6.4.2. Water Stress",4550,2007,18.1303153792,"E","","0"
"Viet Nam",704,"SDG 6.4.1. Water Use Efficiency",4551,2007,1.4809238403,"I","","0"
"Yemen",887,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,169.7619047619,"I","","0"
"Yemen",887,"SDG 6.4.2. Water Stress",4550,2007,169.7619047619,"I","","0"
"Yemen",887,"SDG 6.4.1. Water Use Efficiency",4551,2007,11.2949722767,"I","","0"
"Zambia",894,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.5,"I","","0"
"Zambia",894,"SDG 6.4.2. Water Stress",4550,2007,2.8354978355,"E","","0"
"Zambia",894,"SDG 6.4.1. Water Use Efficiency",4551,2007,6.5890593191,"I","","0"
"Zimbabwe",716,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,17.85,"E","","0"
"Zimbabwe",716,"SDG 6.4.2. Water Stress",4550,2007,33.5148328952,"E","","0"
"Zimbabwe",716,"SDG 6.4.1. Water Use Efficiency",4551,2007,1.5991503933,"I","","0"
"Afghanistan",4,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,31.0454615031,"I","","0"
"Afghanistan",4,"SDG 6.4.2. Water Stress",4550,2012,54.7570194384,"E","","0"
"Afghanistan",4,"SDG 6.4.1. Water Use Efficiency",4551,2012,0.7657161813,"I","","0"
"Albania",8,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,3.9582450331,"E","","0"
"Albania",8,"SDG 6.4.2. Water Stress",4550,2012,7.1838341346,"E","","0"
"Albania",8,"SDG 6.4.1. Water Use Efficiency",4551,2012,6.8771227565,"I","","0"
"Algeria",12,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,66.8552327076,"E","","0"
"Algeria",12,"SDG 6.4.2. Water Stress",4550,2012,109.7509497678,"E","","0"
"Algeria",12,"SDG 6.4.1. Water Use Efficiency",4551,2012,16.0927893206,"E","","0"
"Angola",24,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.4755390836,"I","","0"
"Angola",24,"SDG 6.4.2. Water Stress",4550,2012,1.8718832891,"E","","0"
"Angola",24,"SDG 6.4.1. Water Use Efficiency",4551,2012,143.116159043,"I","","0"
"Antigua and Barbuda",28,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,8.4615384615,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.2. Water Stress",4550,2012,8.4615384615,"E","","0"
"Antigua and Barbuda",28,"SDG 6.4.1. Water Use Efficiency",4551,2012,93.457340128,"I","","0"
"Argentina",32,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,4.3013329681,"I","","0"
"Argentina",32,"SDG 6.4.2. Water Stress",4550,2012,10.4566640772,"E","","0"
"Argentina",32,"SDG 6.4.1. Water Use Efficiency",4551,2012,13.0852194986,"I","","0"
"Armenia",51,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,37.8555798687,"E","","0"
"Armenia",51,"SDG 6.4.2. Water Stress",4550,2012,59.3302400646,"E","","0"
"Armenia",51,"SDG 6.4.1. Water Use Efficiency",4551,2012,2.6454839648,"E","","0"
"Australia",36,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,3.1338753388,"E","","0"
"Australia",36,"SDG 6.4.2. Water Stress",4550,2012,6.1997051334,"E","","0"
"Australia",36,"SDG 6.4.1. Water Use Efficiency",4551,2012,66.2737265852,"I","","0"
"Austria",40,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,4.4916344916,"I","","0"
"Austria",40,"SDG 6.4.2. Water Stress",4550,2012,9.6435479414,"E","","0"
"Austria",40,"SDG 6.4.1. Water Use Efficiency",4551,2012,94.2851558346,"I","","0"
"Azerbaijan",31,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,34.5205479452,"E","","0"
"Azerbaijan",31,"SDG 6.4.2. Water Stress",4550,2012,52.8593508501,"E","","0"
"Azerbaijan",31,"SDG 6.4.1. Water Use Efficiency",4551,2012,3.7332687822,"E","","0"
"Bahrain",48,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,163.7382445141,"I","","0"
"Bahrain",48,"SDG 6.4.2. Water Stress",4550,2012,163.7382445141,"I","","0"
"Bahrain",48,"SDG 6.4.1. Water Use Efficiency",4551,2012,65.5092678039,"I","","0"
"Bangladesh",50,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.9233141434,"I","","0"
"Bangladesh",50,"SDG 6.4.2. Water Stress",4550,2012,5.7233394816,"E","","0"
"Bangladesh",50,"SDG 6.4.1. Water Use Efficiency",4551,2012,4.127227605,"I","","0"
"Barbados",52,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,87.5,"I","","0"
